era,region,variant,shoot_type,clothes,background,full_prompt
10s,South,5,props,"a vintage band tee with the sleeves cut off over a long-sleeve thermal, slim-straight raw denim cuffed once, beat-up canvas high-tops, a single diamond stud earring, and a Cuban link choker tight to the throat","leaning on a shopping cart full of roses in a convenience store parking lot at night, fluorescent store light spilling out the door, a single security camera visible above","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a vintage band tee with the sleeves cut off over a long-sleeve thermal, slim-straight raw denim cuffed once, beat-up canvas high-tops, a single diamond stud earring, and a Cuban link choker tight to the throat. They are leaning on a shopping cart full of roses in a convenience store parking lot at night, fluorescent store light spilling out the door, a single security camera visible above. The mood channels Dirty South energy — humid summer night glow, swangas and candy paint, neon strip mall light, sweat on everything, the heat you can feel in the frame. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,1,outdoor,"a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest","a rooftop overlooking a city skyline at dusk with purple and pink neon signage bleeding into fog below, rain-soaked concrete, a chain-link fence, and the city sprawling in bokeh","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest. Place them in front of a rooftop overlooking a city skyline at dusk with purple and pink neon signage bleeding into fog below, rain-soaked concrete, a chain-link fence, and the city sprawling in bokeh. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,1,studio,"a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest","a photography studio with a dusty pink seamless backdrop and soft natural window light from the left, minimal and muted, the tones desaturated and editorial","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest. Place them in a photography studio with a dusty pink seamless backdrop and soft natural window light from the left, minimal and muted, the tones desaturated and editorial. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,1,props,"a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest","leaning against a matte black luxury sports car with the butterfly doors up, parked in an empty parking structure at night, a single fluorescent tube light overhead, everything moody and desaturated","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest. They are leaning against a matte black luxury sports car with the butterfly doors up, parked in an empty parking structure at night, a single fluorescent tube light overhead, everything moody and desaturated. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,2,outdoor,"a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie","a Los Angeles alley at night lit by a single security light and distant headlights, graffiti covering both walls, power lines overhead, standing dead center in the frame","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie. Place them in front of a Los Angeles alley at night lit by a single security light and distant headlights, graffiti covering both walls, power lines overhead, standing dead center in the frame. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,2,studio,"a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie",a photography studio with a matte black seamless backdrop and a single neon tube light behind the subject casting a thin colored line around the silhouette,"Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie. Place them in a photography studio with a matte black seamless backdrop and a single neon tube light behind the subject casting a thin colored line around the silhouette. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,2,props,"a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie","sitting on a vintage couch placed in the middle of a desert highway at golden hour, nothing else for miles, power lines disappearing into the horizon, a surreal editorial setup","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie. They are sitting on a vintage couch placed in the middle of a desert highway at golden hour, nothing else for miles, power lines disappearing into the horizon, a surreal editorial setup. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,3,outdoor,"an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar","outside a swap meet at golden hour with hand-painted murals on cinder block walls, a chopped and lowered vintage coupe parked on the street, and palm trees silhouetted against a burnt orange sky","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar. Place them in front of outside a swap meet at golden hour with hand-painted murals on cinder block walls, a chopped and lowered vintage coupe parked on the street, and palm trees silhouetted against a burnt orange sky. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,3,studio,"an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar","a photography studio with a lavender seamless backdrop and diffused overhead light, dreamy and soft, the shadows barely there","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar. Place them in a photography studio with a lavender seamless backdrop and diffused overhead light, dreamy and soft, the shadows barely there. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,3,props,"an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar","standing in a field of flowers at dusk holding a flaming torch, the fire the only warm light in the frame, smoke curling up, everything else in blue twilight — otherworldly and cinematic","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar. They are standing in a field of flowers at dusk holding a flaming torch, the fire the only warm light in the frame, smoke curling up, everything else in blue twilight — otherworldly and cinematic. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,4,outdoor,"a cropped puffer jacket over a mock-neck base layer, ultra-wide leg trousers puddling over platform boots, layered necklaces mixing pearls and chains, and tinted rectangular sunglasses","a Chicago side street in winter with grey sky, a boarded-up storefront, fresh snow on parked cars, breath visible in the cold air, and a single working streetlight casting everything in amber","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a cropped puffer jacket over a mock-neck base layer, ultra-wide leg trousers puddling over platform boots, layered necklaces mixing pearls and chains, and tinted rectangular sunglasses. Place them in front of a Chicago side street in winter with grey sky, a boarded-up storefront, fresh snow on parked cars, breath visible in the cold air, and a single working streetlight casting everything in amber. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,4,studio,"a cropped puffer jacket over a mock-neck base layer, ultra-wide leg trousers puddling over platform boots, layered necklaces mixing pearls and chains, and tinted rectangular sunglasses","a photography studio with a sage green seamless backdrop and warm tungsten practical light mixed with cool daylight from a window, the color temperature split","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a cropped puffer jacket over a mock-neck base layer, ultra-wide leg trousers puddling over platform boots, layered necklaces mixing pearls and chains, and tinted rectangular sunglasses. Place them in a photography studio with a sage green seamless backdrop and warm tungsten practical light mixed with cool daylight from a window, the color temperature split. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,4,props,"a cropped puffer jacket over a mock-neck base layer, ultra-wide leg trousers puddling over platform boots, layered necklaces mixing pearls and chains, and tinted rectangular sunglasses","posed inside an empty swimming pool with no water, graffiti on the walls of the pool, a boombox and some candles on the floor, shot from above looking down","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a cropped puffer jacket over a mock-neck base layer, ultra-wide leg trousers puddling over platform boots, layered necklaces mixing pearls and chains, and tinted rectangular sunglasses. They are posed inside an empty swimming pool with no water, graffiti on the walls of the pool, a boombox and some candles on the floor, shot from above looking down. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,5,outdoor,"a vintage band tee with the sleeves cut off over a long-sleeve thermal, slim-straight raw denim cuffed once, beat-up canvas high-tops, a single diamond stud earring, and a Cuban link choker tight to the throat","a Tokyo backstreet at night with kanji neon reflecting in rain puddles, vending machines glowing on the sidewalk, electrical wires tangled overhead, and steam pouring from a ramen shop vent","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a vintage band tee with the sleeves cut off over a long-sleeve thermal, slim-straight raw denim cuffed once, beat-up canvas high-tops, a single diamond stud earring, and a Cuban link choker tight to the throat. Place them in front of a Tokyo backstreet at night with kanji neon reflecting in rain puddles, vending machines glowing on the sidewalk, electrical wires tangled overhead, and steam pouring from a ramen shop vent. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,5,studio,"a vintage band tee with the sleeves cut off over a long-sleeve thermal, slim-straight raw denim cuffed once, beat-up canvas high-tops, a single diamond stud earring, and a Cuban link choker tight to the throat",a photography studio with a concrete grey seamless backdrop and harsh direct flash from camera creating flat confrontational light with hard shadow on the wall behind,"Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a vintage band tee with the sleeves cut off over a long-sleeve thermal, slim-straight raw denim cuffed once, beat-up canvas high-tops, a single diamond stud earring, and a Cuban link choker tight to the throat. Place them in a photography studio with a concrete grey seamless backdrop and harsh direct flash from camera creating flat confrontational light with hard shadow on the wall behind. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,Midwest,5,props,"a vintage band tee with the sleeves cut off over a long-sleeve thermal, slim-straight raw denim cuffed once, beat-up canvas high-tops, a single diamond stud earring, and a Cuban link choker tight to the throat","leaning on a shopping cart full of roses in a convenience store parking lot at night, fluorescent store light spilling out the door, a single security camera visible above","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a vintage band tee with the sleeves cut off over a long-sleeve thermal, slim-straight raw denim cuffed once, beat-up canvas high-tops, a single diamond stud earring, and a Cuban link choker tight to the throat. They are leaning on a shopping cart full of roses in a convenience store parking lot at night, fluorescent store light spilling out the door, a single security camera visible above. The mood channels Midwest energy — grey overcast sky, industrial brick and rust, chain-link fences, cold breath visible, quiet intensity of a Chicago or Detroit winter. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,1,outdoor,"a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest","a rooftop overlooking a city skyline at dusk with purple and pink neon signage bleeding into fog below, rain-soaked concrete, a chain-link fence, and the city sprawling in bokeh","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest. Place them in front of a rooftop overlooking a city skyline at dusk with purple and pink neon signage bleeding into fog below, rain-soaked concrete, a chain-link fence, and the city sprawling in bokeh. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,1,studio,"a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest","a photography studio with a dusty pink seamless backdrop and soft natural window light from the left, minimal and muted, the tones desaturated and editorial","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest. Place them in a photography studio with a dusty pink seamless backdrop and soft natural window light from the left, minimal and muted, the tones desaturated and editorial. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,1,props,"a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest","leaning against a matte black luxury sports car with the butterfly doors up, parked in an empty parking structure at night, a single fluorescent tube light overhead, everything moody and desaturated","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a long camel overcoat over an oversized hoodie with the strings hanging, skinny distressed black jeans with blown-out knees, high-top designer sneakers, face tattoos including teardrops and script on both cheekbones, and a crossbody bag slung across the chest. They are leaning against a matte black luxury sports car with the butterfly doors up, parked in an empty parking structure at night, a single fluorescent tube light overhead, everything moody and desaturated. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,2,outdoor,"a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie","a Los Angeles alley at night lit by a single security light and distant headlights, graffiti covering both walls, power lines overhead, standing dead center in the frame","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie. Place them in front of a Los Angeles alley at night lit by a single security light and distant headlights, graffiti covering both walls, power lines overhead, standing dead center in the frame. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,2,studio,"a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie",a photography studio with a matte black seamless backdrop and a single neon tube light behind the subject casting a thin colored line around the silhouette,"Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie. Place them in a photography studio with a matte black seamless backdrop and a single neon tube light behind the subject casting a thin colored line around the silhouette. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,2,props,"a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie","sitting on a vintage couch placed in the middle of a desert highway at golden hour, nothing else for miles, power lines disappearing into the horizon, a surreal editorial setup","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a graphic tee tucked into leather pants, a chain hanging to the navel, chunky silver rings on every finger, combat boots with the laces loose, and a balaclava pushed up on the forehead like a beanie. They are sitting on a vintage couch placed in the middle of a desert highway at golden hour, nothing else for miles, power lines disappearing into the horizon, a surreal editorial setup. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,3,outdoor,"an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar","outside a swap meet at golden hour with hand-painted murals on cinder block walls, a chopped and lowered vintage coupe parked on the street, and palm trees silhouetted against a burnt orange sky","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar. Place them in front of outside a swap meet at golden hour with hand-painted murals on cinder block walls, a chopped and lowered vintage coupe parked on the street, and palm trees silhouetted against a burnt orange sky. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,3,studio,"an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar","a photography studio with a lavender seamless backdrop and diffused overhead light, dreamy and soft, the shadows barely there","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar. Place them in a photography studio with a lavender seamless backdrop and diffused overhead light, dreamy and soft, the shadows barely there. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,3,props,"an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar","standing in a field of flowers at dusk holding a flaming torch, the fire the only warm light in the frame, smoke curling up, everything else in blue twilight — otherworldly and cinematic","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to an oversized tie-dye hoodie big enough to be a dress, baggy cargo pants stacked over chunky foam runner sneakers, painted fingernails, a face chain connecting ear to nose, and neck tattoos visible above the collar. They are standing in a field of flowers at dusk holding a flaming torch, the fire the only warm light in the frame, smoke curling up, everything else in blue twilight — otherworldly and cinematic. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
10s,International,4,outdoor,"a cropped puffer jacket over a mock-neck base layer, ultra-wide leg trousers puddling over platform boots, layered necklaces mixing pearls and chains, and tinted rectangular sunglasses","a Chicago side street in winter with grey sky, a boarded-up storefront, fresh snow on parked cars, breath visible in the cold air, and a single working streetlight casting everything in amber","Take this exact person and place them into a hip hop album cover photograph. Change their clothes to a cropped puffer jacket over a mock-neck base layer, ultra-wide leg trousers puddling over platform boots, layered necklaces mixing pearls and chains, and tinted rectangular sunglasses. Place them in front of a Chicago side street in winter with grey sky, a boarded-up storefront, fresh snow on parked cars, breath visible in the cold air, and a single working streetlight casting everything in amber. The mood channels global hip hop energy — neon-lit foreign city streets, cosmopolitan grit, the visual language of Tokyo, Paris, and London street culture blending together. In the style of Gunner Stahl and Nabil Elderkin's atmospheric portraits. Shot on a Contax G2 with on-camera flash, Kodak Portra 800 color film with desaturated tones and lifted blacks. Medium shot framed from the waist up. Flash mixing with ambient neon spill, melancholic and atmospheric, shallow focus. No text or typography anywhere in the image. Keep their likeness perfectly intact. Square 1:1 format."
