region,era_years,era_name,category,item_description
London,2014-2019,Grime Revival & Afroswing,Accessories,Dior B23 high-top sneakers in oblique print
London,2014-2019,Grime Revival & Afroswing,Accessories,Rolex Datejust watch with jubilee bracelet
London,2014-2019,Grime Revival & Afroswing,Accessories,"Gold Cuban link chain necklace, medium weight"
London,2014-2019,Grime Revival & Afroswing,Accessories,Prada nylon crossbody man bag in black
London,2014-2019,Grime Revival & Afroswing,Accessories,Louis Vuitton crossbody man bag in monogram
London,2014-2019,Grime Revival & Afroswing,Accessories,Diamond grillz on bottom teeth
London,2019-Present,UK Drill & New London,Pants,Wide-leg tailored trousers in black or charcoal
London,2019-Present,UK Drill & New London,Pants,Relaxed-fit cargo pants with oversized pockets in black
London,2019-Present,UK Drill & New London,Pants,Relaxed-fit Corteiz cargo pants with Alcatraz logo in olive
London,2019-Present,UK Drill & New London,Pants,Relaxed-fit Corteiz cargo pants with Alcatraz logo in black
London,2019-Present,UK Drill & New London,Pants,Relaxed-fit Represent denim jeans in medium wash
London,2019-Present,UK Drill & New London,Pants,Relaxed-fit vintage workwear pants in faded tan
London,2019-Present,UK Drill & New London,Pants,Oversized Balenciaga wide-leg denim jeans in faded wash
London,2019-Present,UK Drill & New London,Tops,Relaxed-fit Corteiz Alcatraz logo tee in black
London,2019-Present,UK Drill & New London,Tops,Relaxed-fit Corteiz puffer jacket in black
London,2019-Present,UK Drill & New London,Tops,Relaxed-fit Trapstar logo tee in black
London,2019-Present,UK Drill & New London,Tops,Relaxed-fit Trapstar Irongate puffer jacket in black
London,2019-Present,UK Drill & New London,Tops,Relaxed-fit Represent logo hoodie in black
London,2019-Present,UK Drill & New London,Tops,Relaxed-fit Palace tri-ferg logo tee in white
London,2019-Present,UK Drill & New London,Tops,"Relaxed-fit Arc'teryx Beta jacket in black, gorpcore grime"
London,2019-Present,UK Drill & New London,Tops,Oversized vintage sportswear crewneck in faded colorway
London,2019-Present,UK Drill & New London,Tops,"Black balaclava or ski mask pulled over face, drill aesthetic"
London,2019-Present,UK Drill & New London,Tops,"Oversized layered puffer jackets, double-layered for bulk"
London,2019-Present,UK Drill & New London,Accessories,"Nike Air Max Plus (TN) sneakers in triple black, eternal London shoe"
London,2019-Present,UK Drill & New London,Accessories,Corteiz x Nike Air Max 95 sneakers in custom colorway
London,2019-Present,UK Drill & New London,Accessories,New Balance 2002R sneakers in protection pack gray
London,2019-Present,UK Drill & New London,Accessories,Salomon XT-6 sneakers in silver and black
London,2019-Present,UK Drill & New London,Accessories,"Black crossbody man bag, still dominant"
London,2019-Present,UK Drill & New London,Accessories,"Black ski mask covering face, drill aesthetic"
London,2019-Present,UK Drill & New London,Accessories,Chrome Hearts silver cross pendant necklace
London,2019-Present,UK Drill & New London,Accessories,Layered silver chain necklaces in varying lengths
